TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
689	0	000003	000000	0	7.0	6.0	1,000	true	[000003, 000000]
690	0	000003	000000	1	18.0	6.0	0,866	true	[000003, 000004, 000001, 000000]
691	0	000003	000000	2	18.0	5.0	0,884	true	[000003, 000004, 000001, 000005, 000000]
692	1	001000	001004	0	8.0	4.0	0,832	true	[001000, 001001, 001002, 001003, 001004]
693	1	001000	001004	1	8.0	7.0	0,903	true	[001000, 001001, 001002, 001004]
694	1	001000	001004	2	8.0	4.0	0,858	true	[001000, 001001, 001003, 001002, 001004]
695	1	001000	001004	3	11.0	4.0	0,857	true	[001000, 001001, 001003, 001004]
696	1	001000	001004	4	8.0	7.0	0,903	true	[001000, 001001, 001004]
697	1	001000	001004	5	23.0	3.0	0,980	true	[001000, 001004]
698	1	001000	001001	6	32.0	7.0	0,950	true	[001000, 001001]
699	1	001000	001001	7	8.0	3.0	0,931	true	[001000, 001004, 001001]
700	1	001000	001001	8	8.0	3.0	0,931	true	[001000, 001004, 001002, 001001]
701	1	001000	001001	9	8.0	3.0	0,885	true	[001000, 001004, 001002, 001003, 001001]
702	1	001000	001001	10	11.0	3.0	0,884	true	[001000, 001004, 001003, 001001]
703	1	001000	001001	11	8.0	3.0	0,858	true	[001000, 001004, 001003, 001002, 001001]
704	1	001004	001001	12	23.0	3.0	0,931	true	[001004, 001000, 001001]
705	1	001004	001001	13	8.0	9.0	0,950	true	[001004, 001001]
706	1	001004	001001	14	8.0	8.0	0,950	true	[001004, 001002, 001001]
707	1	001004	001001	15	8.0	4.0	0,903	true	[001004, 001002, 001003, 001001]
708	1	001004	001001	16	11.0	4.0	0,903	true	[001004, 001003, 001001]
709	1	001004	001001	17	8.0	4.0	0,876	true	[001004, 001003, 001002, 001001]
710	2	002003	002005	0	27.0	6.0	0,876	true	[002003, 002000, 002002, 002001, 002004, 002005]
711	2	002003	002005	1	27.0	3.0	0,970	true	[002003, 002000, 002002, 002005]
712	2	002003	002005	2	9.0	3.0	0,867	true	[002003, 002000, 002004, 002001, 002002, 002005]
713	2	002003	002005	3	9.0	6.0	0,960	true	[002003, 002000, 002004, 002005]
714	2	002003	002005	4	27.0	7.0	0,941	true	[002003, 002000, 002005]
715	2	002003	002005	5	9.0	5.0	0,903	true	[002003, 002001, 002002, 002000, 002004, 002005]
716	2	002003	002005	6	39.0	5.0	0,885	true	[002003, 002001, 002002, 002000, 002005]
717	2	002003	002005	7	39.0	3.0	0,931	true	[002003, 002001, 002002, 002005]
718	2	002003	002005	8	9.0	3.0	0,903	true	[002003, 002001, 002004, 002000, 002002, 002005]
719	2	002003	002005	9	9.0	5.0	0,876	true	[002003, 002001, 002004, 002000, 002005]
720	2	002003	002005	10	33.0	5.0	0,931	true	[002003, 002001, 002004, 002005]
721	2	002003	002005	11	23.0	5.0	0,960	true	[002003, 002005]
722	2	002003	002000	12	27.0	7.0	0,990	true	[002003, 002000]
723	2	002003	002000	13	39.0	5.0	0,931	true	[002003, 002001, 002002, 002000]
724	2	002003	002000	14	39.0	3.0	0,885	true	[002003, 002001, 002002, 002005, 002000]
725	2	002003	002000	15	9.0	3.0	0,903	true	[002003, 002001, 002002, 002005, 002004, 002000]
726	2	002003	002000	16	9.0	5.0	0,922	true	[002003, 002001, 002004, 002000]
727	2	002003	002000	17	33.0	5.0	0,885	true	[002003, 002001, 002004, 002005, 002000]
728	2	002003	002000	18	33.0	3.0	0,913	true	[002003, 002001, 002004, 002005, 002002, 002000]
729	2	002003	002000	19	23.0	5.0	0,912	true	[002003, 002005, 002000]
730	2	002003	002000	20	23.0	3.0	0,941	true	[002003, 002005, 002002, 002000]
731	2	002003	002000	21	9.0	3.0	0,841	true	[002003, 002005, 002002, 002001, 002004, 002000]
732	2	002003	002000	22	9.0	5.0	0,931	true	[002003, 002005, 002004, 002000]
