TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
231	0	000000	000001	0	37.0	9.0	0,990	true	[000000, 000001]
232	0	000000	000001	1	29.0	4.0	0,941	true	[000000, 000002, 000001]
233	0	000000	000001	2	29.0	4.0	0,884	true	[000000, 000002, 000003, 000001]
234	0	000000	000001	3	29.0	4.0	0,912	true	[000000, 000002, 000003, 000004, 000001]
235	0	000000	000001	4	29.0	4.0	0,960	true	[000000, 000002, 000004, 000001]
236	0	000000	000001	5	29.0	4.0	0,894	true	[000000, 000002, 000004, 000003, 000001]
237	0	000000	000001	6	11.0	4.0	0,894	true	[000000, 000002, 000005, 000004, 000001]
238	0	000000	000001	7	11.0	4.0	0,832	true	[000000, 000002, 000005, 000004, 000003, 000001]
239	0	000000	000001	8	37.0	7.0	0,970	true	[000000, 000004, 000001]
240	0	000000	000001	9	34.0	4.0	0,913	true	[000000, 000004, 000002, 000001]
241	0	000000	000001	10	30.0	4.0	0,858	true	[000000, 000004, 000002, 000003, 000001]
242	0	000000	000001	11	30.0	4.0	0,903	true	[000000, 000004, 000003, 000001]
243	0	000000	000001	12	32.0	4.0	0,867	true	[000000, 000004, 000003, 000002, 000001]
244	0	000000	000001	13	11.0	4.0	0,849	true	[000000, 000004, 000005, 000002, 000001]
245	0	000000	000001	14	11.0	4.0	0,798	true	[000000, 000004, 000005, 000002, 000003, 000001]
246	0	000000	000001	15	10.0	4.0	0,885	true	[000000, 000005, 000002, 000001]
247	0	000000	000001	16	10.0	4.0	0,832	true	[000000, 000005, 000002, 000003, 000001]
248	0	000000	000001	17	10.0	6.0	0,858	true	[000000, 000005, 000002, 000003, 000004, 000001]
249	0	000000	000001	18	10.0	7.0	0,903	true	[000000, 000005, 000002, 000004, 000001]
250	0	000000	000001	19	10.0	4.0	0,841	true	[000000, 000005, 000002, 000004, 000003, 000001]
251	0	000000	000001	20	10.0	4.0	0,912	true	[000000, 000005, 000004, 000001]
252	0	000000	000001	21	10.0	4.0	0,858	true	[000000, 000005, 000004, 000002, 000001]
253	0	000000	000001	22	10.0	4.0	0,807	true	[000000, 000005, 000004, 000002, 000003, 000001]
254	0	000000	000001	23	10.0	4.0	0,849	true	[000000, 000005, 000004, 000003, 000001]
255	0	000000	000001	24	10.0	4.0	0,815	true	[000000, 000005, 000004, 000003, 000002, 000001]
256	0	000000	000003	25	32.0	4.0	0,903	true	[000000, 000001, 000002, 000003]
257	0	000000	000003	26	34.0	4.0	0,913	true	[000000, 000001, 000002, 000004, 000003]
258	0	000000	000003	27	11.0	4.0	0,849	true	[000000, 000001, 000002, 000005, 000004, 000003]
