TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
1	0	000004	000003	0	15.0	6.0	0,922	true	[000004, 000001, 000000, 000003]
2	0	000004	000003	1	17.0	3.0	0,858	true	[000004, 000001, 000002, 000000, 000003]
3	0	000004	000003	2	17.0	6.0	0,931	true	[000004, 000001, 000003]
4	0	000004	000003	3	15.0	6.0	0,931	true	[000004, 000002, 000000, 000001, 000003]
5	0	000004	000003	4	29.0	6.0	0,922	true	[000004, 000002, 000000, 000003]
6	0	000004	000003	5	15.0	3.0	0,951	true	[000004, 000002, 000001, 000000, 000003]
7	0	000004	000003	6	33.0	3.0	0,960	true	[000004, 000002, 000001, 000003]
8	0	000004	000003	7	39.0	10.0	0,960	true	[000004, 000003]
9	0	000004	000002	8	15.0	6.0	0,903	true	[000004, 000001, 000000, 000002]
10	0	000004	000002	9	17.0	3.0	0,931	true	[000004, 000001, 000002]
11	0	000004	000002	10	17.0	6.0	0,858	true	[000004, 000001, 000003, 000000, 000002]
12	0	000004	000002	11	45.0	8.0	1,000	true	[000004, 000002]
13	0	000004	000002	12	15.0	3.0	0,913	true	[000004, 000003, 000000, 000001, 000002]
14	0	000004	000002	13	29.0	6.0	0,885	true	[000004, 000003, 000000, 000002]
15	0	000004	000002	14	15.0	6.0	0,894	true	[000004, 000003, 000001, 000000, 000002]
16	0	000004	000002	15	33.0	3.0	0,922	true	[000004, 000003, 000001, 000002]
17	0	000003	000002	16	15.0	3.0	0,951	true	[000003, 000000, 000001, 000002]
18	0	000003	000002	17	15.0	6.0	0,922	true	[000003, 000000, 000001, 000004, 000002]
19	0	000003	000002	18	29.0	6.0	0,922	true	[000003, 000000, 000002]
20	0	000003	000002	19	15.0	6.0	0,931	true	[000003, 000001, 000000, 000002]
21	0	000003	000002	20	33.0	3.0	0,960	true	[000003, 000001, 000002]
22	0	000003	000002	21	17.0	6.0	0,931	true	[000003, 000001, 000004, 000002]
23	0	000003	000002	22	15.0	6.0	0,866	true	[000003, 000004, 000001, 000000, 000002]
24	0	000003	000002	23	17.0	3.0	0,894	true	[000003, 000004, 000001, 000002]
25	0	000003	000002	24	39.0	8.0	0,960	true	[000003, 000004, 000002]
26	1	001003	001002	0	33.0	4.0	0,931	true	[001003, 001000, 001004, 001001, 001002]
27	1	001003	001002	1	27.0	5.0	0,931	true	[001003, 001000, 001004, 001002]
28	1	001003	001002	2	33.0	5.0	0,941	true	[001003, 001001, 001002]
29	1	001003	001002	3	27.0	4.0	0,903	true	[001003, 001001, 001004, 001002]
30	1	001003	001001	4	60.0	4.0	0,941	true	[001003, 001000, 001004, 001001]
31	1	001003	001001	5	27.0	5.0	0,922	true	[001003, 001000, 001004, 001002, 001001]
32	1	001003	001001	6	39.0	9.0	0,950	true	[001003, 001001]
33	1	001002	001001	7	33.0	5.0	0,990	true	[001002, 001001]
34	1	001002	001001	8	27.0	5.0	0,885	true	[001002, 001004, 001000, 001003, 001001]
35	1	001002	001001	9	27.0	4.0	0,951	true	[001002, 001004, 001001]
36	2	002001	002002	0	14.0	3.0	0,950	true	[002001, 002000, 002002]
37	2	002001	002002	1	5.0	9.0	0,970	true	[002001, 002002]
38	2	002001	002002	2	27.0	7.0	0,960	true	[002001, 002003, 002002]
39	2	002001	002002	3	10.0	8.0	0,951	true	[002001, 002003, 002004, 002002]
40	2	002001	002002	4	10.0	4.0	0,990	true	[002001, 002004, 002002]
41	2	002001	002002	5	27.0	4.0	0,941	true	[002001, 002004, 002003, 002002]
42	2	002001	002000	6	49.0	3.0	0,990	true	[002001, 002000]
43	2	002001	002000	7	5.0	8.0	0,931	true	[002001, 002002, 002000]
44	2	002001	002000	8	14.0	7.0	0,922	true	[002001, 002003, 002002, 002000]
45	2	002001	002000	9	10.0	8.0	0,913	true	[002001, 002003, 002004, 002002, 002000]
46	2	002001	002000	10	10.0	4.0	0,950	true	[002001, 002004, 002002, 002000]
47	2	002001	002000	11	14.0	4.0	0,903	true	[002001, 002004, 002003, 002002, 002000]
48	2	002002	002000	12	14.0	8.0	0,960	true	[002002, 002000]
49	2	002002	002000	13	5.0	3.0	0,960	true	[002002, 002001, 002000]
50	2	002002	002000	14	27.0	3.0	0,951	true	[002002, 002003, 002001, 002000]
51	2	002002	002000	15	27.0	3.0	0,932	true	[002002, 002003, 002004, 002001, 002000]
52	2	002002	002000	16	10.0	3.0	0,980	true	[002002, 002004, 002001, 002000]
53	2	002002	002000	17	10.0	3.0	0,941	true	[002002, 002004, 002003, 002001, 002000]
54	3	003001	003000	0	54.0	10.0	0,970	true	[003001, 003000]
55	3	003001	003000	1	66.0	4.0	0,970	true	[003001, 003002, 003000]
56	3	003001	003000	2	17.0	4.0	0,931	true	[003001, 003002, 003004, 003000]
57	3	003001	003000	3	17.0	4.0	0,922	true	[003001, 003002, 003004, 003003, 003000]
58	3	003001	003002	4	54.0	9.0	0,951	true	[003001, 003000, 003002]
59	3	003001	003002	5	17.0	4.0	0,904	true	[003001, 003000, 003003, 003004, 003002]
60	3	003001	003002	6	17.0	9.0	0,913	true	[003001, 003000, 003004, 003002]
61	3	003001	003002	7	66.0	4.0	0,990	true	[003001, 003002]
62	3	003000	003002	8	54.0	4.0	0,960	true	[003000, 003001, 003002]
63	3	003000	003002	9	72.0	9.0	0,980	true	[003000, 003002]
64	3	003000	003002	10	17.0	4.0	0,931	true	[003000, 003003, 003004, 003002]
65	3	003000	003002	11	17.0	9.0	0,941	true	[003000, 003004, 003002]
66	4	004001	004004	0	12.0	7.0	0,893	true	[004001, 004002, 004003, 004000, 004004]
67	4	004001	004004	1	21.0	5.0	0,931	true	[004001, 004002, 004003, 004004]
68	4	004001	004004	2	21.0	7.0	0,990	true	[004001, 004002, 004004]
69	4	004001	004003	3	21.0	7.0	0,950	true	[004001, 004002, 004003]
70	4	004001	004003	4	12.0	7.0	0,931	true	[004001, 004002, 004004, 004000, 004003]
71	4	004001	004003	5	21.0	5.0	0,970	true	[004001, 004002, 004004, 004003]
72	4	004004	004003	6	12.0	8.0	0,941	true	[004004, 004000, 004003]
73	4	004004	004003	7	28.0	9.0	0,941	true	[004004, 004002, 004003]
74	4	004004	004003	8	57.0	5.0	0,980	true	[004004, 004003]
75	5	005000	005004	0	43.0	3.0	0,970	true	[005000, 005003, 005004]
76	5	005000	005002	1	43.0	3.0	0,912	true	[005000, 005003, 005004, 005001, 005002]
77	5	005000	005002	2	43.0	3.0	0,970	true	[005000, 005003, 005004, 005002]
78	5	005000	005003	3	43.0	3.0	0,980	true	[005000, 005003]
79	5	005004	005002	4	47.0	7.0	0,941	true	[005004, 005001, 005002]
80	5	005004	005002	5	60.0	8.0	1,000	true	[005004, 005002]
81	5	005004	005003	6	44.0	9.0	0,990	true	[005004, 005003]
82	5	005002	005003	7	44.0	7.0	0,931	true	[005002, 005001, 005004, 005003]
83	5	005002	005003	8	44.0	8.0	0,990	true	[005002, 005004, 005003]
84	6	006002	006004	0	10.0	4.0	0,885	true	[006002, 006000, 006003, 006001, 006004]
85	6	006002	006004	1	10.0	4.0	0,885	true	[006002, 006000, 006003, 006004]
86	6	006002	006004	2	19.0	5.0	0,931	true	[006002, 006000, 006004]
87	6	006002	006004	3	10.0	3.0	0,903	true	[006002, 006001, 006003, 006000, 006004]
88	6	006002	006004	4	12.0	3.0	0,931	true	[006002, 006001, 006003, 006004]
89	6	006002	006004	5	31.0	3.0	0,970	true	[006002, 006001, 006004]
90	6	006002	006004	6	10.0	4.0	0,885	true	[006002, 006003, 006000, 006004]
91	6	006002	006004	7	29.0	6.0	0,913	true	[006002, 006003, 006001, 006004]
92	6	006002	006004	8	12.0	5.0	0,912	true	[006002, 006003, 006004]
93	6	006002	006004	9	42.0	5.0	0,980	true	[006002, 006004]
94	7	007001	007000	0	38.0	6.0	0,990	true	[007001, 007000]
95	7	007001	007000	1	10.0	6.0	0,950	true	[007001, 007002, 007000]
96	7	007001	007000	2	18.0	5.0	0,970	true	[007001, 007003, 007000]
97	7	007001	007000	3	11.0	7.0	0,903	true	[007001, 007004, 007000]
98	7	007001	007002	4	38.0	6.0	0,990	true	[007001, 007000, 007002]
99	7	007001	007002	5	10.0	6.0	0,950	true	[007001, 007002]
100	7	007001	007002	6	18.0	5.0	0,970	true	[007001, 007003, 007000, 007002]
101	7	007001	007002	7	11.0	7.0	0,903	true	[007001, 007004, 007000, 007002]
102	7	007000	007002	8	10.0	6.0	0,941	true	[007000, 007001, 007002]
103	7	007000	007002	9	74.0	8.0	1,000	true	[007000, 007002]
104	7	007000	007002	10	10.0	5.0	0,922	true	[007000, 007003, 007001, 007002]
105	7	007000	007002	11	10.0	6.0	0,857	true	[007000, 007004, 007001, 007002]
106	8	008000	008002	0	28.0	4.0	0,866	true	[008000, 008004, 008003, 008001, 008002]
107	8	008000	008002	1	8.0	4.0	0,885	true	[008000, 008004, 008003, 008002]
108	8	008000	008003	2	49.0	4.0	0,912	true	[008000, 008004, 008003]
109	8	008000	008001	3	32.0	4.0	0,866	true	[008000, 008004, 008003, 008001]
110	8	008000	008001	4	8.0	4.0	0,885	true	[008000, 008004, 008003, 008002, 008001]
111	8	008002	008003	5	28.0	7.0	0,950	true	[008002, 008001, 008003]
112	8	008002	008003	6	8.0	10.0	0,970	true	[008002, 008003]
113	8	008002	008001	7	28.0	7.0	1,000	true	[008002, 008001]
114	8	008002	008001	8	8.0	10.0	0,922	true	[008002, 008003, 008001]
115	8	008003	008001	9	32.0	10.0	0,950	true	[008003, 008001]
116	8	008003	008001	10	8.0	7.0	0,970	true	[008003, 008002, 008001]
117	9	009001	009002	0	67.0	7.0	1,000	true	[009001, 009002]
118	9	009001	009002	1	14.0	3.0	0,885	true	[009001, 009004, 009000, 009003, 009002]
119	9	009001	009002	2	14.0	7.0	0,950	true	[009001, 009004, 009002]
120	9	009001	009002	3	14.0	6.0	0,912	true	[009001, 009004, 009003, 009002]
121	10	010000	010003	0	49.0	4.0	0,903	true	[010000, 010001, 010002, 010003]
122	10	010000	010003	1	41.0	4.0	0,849	true	[010000, 010001, 010002, 010004, 010003]
123	10	010000	010003	2	56.0	8.0	0,931	true	[010000, 010001, 010003]
124	10	010000	010003	3	41.0	4.0	0,922	true	[010000, 010001, 010004, 010002, 010003]
125	10	010000	010003	4	47.0	4.0	0,903	true	[010000, 010001, 010004, 010003]
126	10	010000	010003	5	56.0	6.0	0,931	true	[010000, 010002, 010001, 010003]
127	10	010000	010003	6	47.0	4.0	0,903	true	[010000, 010002, 010001, 010004, 010003]
128	10	010000	010003	7	49.0	4.0	0,980	true	[010000, 010002, 010003]
129	10	010000	010003	8	41.0	4.0	0,951	true	[010000, 010002, 010004, 010001, 010003]
130	10	010000	010003	9	41.0	4.0	0,922	true	[010000, 010002, 010004, 010003]
131	10	010000	010003	10	43.0	9.0	0,970	true	[010000, 010003]
132	10	010000	010003	11	47.0	4.0	0,912	true	[010000, 010004, 010001, 010002, 010003]
133	10	010000	010003	12	47.0	4.0	0,941	true	[010000, 010004, 010001, 010003]
134	10	010000	010003	13	41.0	6.0	0,885	true	[010000, 010004, 010002, 010001, 010003]
135	10	010000	010003	14	41.0	4.0	0,931	true	[010000, 010004, 010002, 010003]
136	10	010000	010003	15	68.0	4.0	0,912	true	[010000, 010004, 010003]
137	10	010000	010004	16	49.0	4.0	0,858	true	[010000, 010001, 010002, 010003, 010004]
138	10	010000	010004	17	41.0	6.0	0,894	true	[010000, 010001, 010002, 010004]
139	10	010000	010004	18	41.0	4.0	0,903	true	[010000, 010001, 010003, 010002, 010004]
140	10	010000	010004	19	56.0	4.0	0,884	true	[010000, 010001, 010003, 010004]
141	10	010000	010004	20	47.0	4.0	0,950	true	[010000, 010001, 010004]
142	10	010000	010004	21	56.0	4.0	0,885	true	[010000, 010002, 010001, 010003, 010004]
143	10	010000	010004	22	47.0	4.0	0,950	true	[010000, 010002, 010001, 010004]
144	10	010000	010004	23	47.0	4.0	0,960	true	[010000, 010002, 010003, 010001, 010004]
145	10	010000	010004	24	49.0	4.0	0,931	true	[010000, 010002, 010003, 010004]
146	10	010000	010004	25	41.0	6.0	0,970	true	[010000, 010002, 010004]
147	10	010000	010004	26	41.0	6.0	0,894	true	[010000, 010003, 010001, 010002, 010004]
148	10	010000	010004	27	43.0	4.0	0,951	true	[010000, 010003, 010001, 010004]
149	10	010000	010004	28	43.0	4.0	0,922	true	[010000, 010003, 010002, 010001, 010004]
150	10	010000	010004	29	41.0	4.0	0,941	true	[010000, 010003, 010002, 010004]
151	10	010000	010004	30	43.0	4.0	0,922	true	[010000, 010003, 010004]
152	10	010000	010004	31	68.0	6.0	0,960	true	[010000, 010004]
153	10	010003	010004	32	41.0	6.0	0,867	true	[010003, 010000, 010001, 010002, 010004]
154	10	010003	010004	33	43.0	4.0	0,922	true	[010003, 010000, 010001, 010004]
155	10	010003	010004	34	43.0	4.0	0,922	true	[010003, 010000, 010002, 010001, 010004]
156	10	010003	010004	35	41.0	6.0	0,941	true	[010003, 010000, 010002, 010004]
157	10	010003	010004	36	43.0	6.0	0,931	true	[010003, 010000, 010004]
158	10	010003	010004	37	41.0	6.0	0,903	true	[010003, 010001, 010000, 010002, 010004]
159	10	010003	010004	38	56.0	6.0	0,894	true	[010003, 010001, 010000, 010004]
160	10	010003	010004	39	56.0	6.0	0,894	true	[010003, 010001, 010002, 010000, 010004]
161	10	010003	010004	40	41.0	6.0	0,922	true	[010003, 010001, 010002, 010004]
162	10	010003	010004	41	47.0	4.0	0,980	true	[010003, 010001, 010004]
163	10	010003	010004	42	47.0	4.0	0,931	true	[010003, 010002, 010000, 010001, 010004]
164	10	010003	010004	43	49.0	4.0	0,941	true	[010003, 010002, 010000, 010004]
165	10	010003	010004	44	49.0	4.0	0,867	true	[010003, 010002, 010001, 010000, 010004]
166	10	010003	010004	45	47.0	4.0	0,950	true	[010003, 010002, 010001, 010004]
167	10	010003	010004	46	41.0	4.0	0,970	true	[010003, 010002, 010004]
168	10	010003	010004	47	75.0	4.0	0,950	true	[010003, 010004]
169	11	011003	011004	0	24.0	4.0	0,922	true	[011003, 011001, 011002, 011004]
170	11	011003	011004	1	24.0	4.0	0,922	true	[011003, 011001, 011004]
171	11	011003	011004	2	58.0	4.0	0,903	true	[011003, 011002, 011001, 011004]
172	11	011003	011004	3	49.0	4.0	0,941	true	[011003, 011002, 011004]
173	11	011003	011004	4	5.0	3.0	0,980	true	[011003, 011004]
174	11	011003	011001	5	24.0	5.0	0,970	true	[011003, 011001]
175	11	011003	011001	6	58.0	8.0	0,951	true	[011003, 011002, 011001]
176	11	011003	011001	7	49.0	4.0	0,894	true	[011003, 011002, 011004, 011001]
177	11	011003	011001	8	5.0	3.0	0,931	true	[011003, 011004, 011001]
178	11	011003	011001	9	5.0	3.0	0,932	true	[011003, 011004, 011002, 011001]
179	11	011004	011001	10	66.0	4.0	0,950	true	[011004, 011001]
180	11	011004	011001	11	49.0	4.0	0,951	true	[011004, 011002, 011001]
181	11	011004	011001	12	24.0	4.0	0,913	true	[011004, 011002, 011003, 011001]
182	11	011004	011001	13	5.0	3.0	0,951	true	[011004, 011003, 011001]
183	11	011004	011001	14	5.0	3.0	0,932	true	[011004, 011003, 011002, 011001]
184	12	012001	012000	0	9.0	8.0	0,951	true	[012001, 012002, 012000]
185	12	012001	012000	1	55.0	7.0	0,931	true	[012001, 012002, 012003, 012000]
186	12	012001	012000	2	55.0	5.0	0,894	true	[012001, 012002, 012003, 012004, 012000]
187	12	012001	012000	3	62.0	7.0	0,932	true	[012001, 012002, 012004, 012000]
188	12	012001	012000	4	60.0	5.0	0,913	true	[012001, 012002, 012004, 012003, 012000]
189	12	012001	012000	5	65.0	5.0	0,970	true	[012001, 012004, 012000]
190	12	012001	012000	6	9.0	5.0	0,931	true	[012001, 012004, 012002, 012000]
191	12	012001	012000	7	55.0	5.0	0,913	true	[012001, 012004, 012002, 012003, 012000]
192	12	012001	012000	8	60.0	5.0	0,951	true	[012001, 012004, 012003, 012000]
193	12	012001	012000	9	9.0	5.0	0,894	true	[012001, 012004, 012003, 012002, 012000]
194	13	013004	013000	0	51.0	8.0	0,960	true	[013004, 013000]
195	13	013004	013000	1	28.0	3.0	0,912	true	[013004, 013001, 013000]
196	13	013004	013000	2	38.0	3.0	0,912	true	[013004, 013001, 013002, 013000]
197	13	013004	013000	3	38.0	3.0	0,912	true	[013004, 013001, 013002, 013003, 013000]
198	13	013004	013000	4	38.0	3.0	0,941	true	[013004, 013001, 013003, 013000]
199	13	013004	013000	5	38.0	3.0	0,867	true	[013004, 013001, 013003, 013002, 013000]
200	13	013004	013000	6	53.0	3.0	0,950	true	[013004, 013002, 013000]
201	13	013004	013000	7	28.0	3.0	0,950	true	[013004, 013002, 013001, 013000]
202	13	013004	013000	8	57.0	3.0	0,980	true	[013004, 013002, 013001, 013003, 013000]
203	13	013004	013000	9	45.0	3.0	0,950	true	[013004, 013002, 013003, 013000]
204	13	013004	013000	10	28.0	3.0	0,903	true	[013004, 013002, 013003, 013001, 013000]
205	13	013004	013001	11	28.0	3.0	0,912	true	[013004, 013000, 013001]
206	13	013004	013001	12	51.0	3.0	0,912	true	[013004, 013000, 013002, 013001]
207	13	013004	013001	13	45.0	3.0	0,867	true	[013004, 013000, 013002, 013003, 013001]
208	13	013004	013001	14	51.0	3.0	0,941	true	[013004, 013000, 013003, 013001]
209	13	013004	013001	15	45.0	3.0	0,912	true	[013004, 013000, 013003, 013002, 013001]
210	13	013004	013001	16	38.0	9.0	0,960	true	[013004, 013001]
211	13	013004	013001	17	28.0	3.0	0,903	true	[013004, 013002, 013000, 013001]
212	13	013004	013001	18	53.0	3.0	0,931	true	[013004, 013002, 013000, 013003, 013001]
213	13	013004	013001	19	61.0	5.0	1,000	true	[013004, 013002, 013001]
214	13	013004	013001	20	28.0	3.0	0,903	true	[013004, 013002, 013003, 013000, 013001]
215	13	013004	013001	21	45.0	4.0	0,950	true	[013004, 013002, 013003, 013001]
216	13	013004	013002	22	28.0	3.0	0,912	true	[013004, 013000, 013001, 013002]
217	13	013004	013002	23	28.0	3.0	0,867	true	[013004, 013000, 013001, 013003, 013002]
218	13	013004	013002	24	51.0	3.0	0,912	true	[013004, 013000, 013002]
219	13	013004	013002	25	51.0	3.0	0,941	true	[013004, 013000, 013003, 013001, 013002]
220	13	013004	013002	26	45.0	3.0	0,912	true	[013004, 013000, 013003, 013002]
221	13	013004	013002	27	28.0	3.0	0,866	true	[013004, 013001, 013000, 013002]
222	13	013004	013002	28	28.0	3.0	0,867	true	[013004, 013001, 013000, 013003, 013002]
223	13	013004	013002	29	38.0	7.0	0,960	true	[013004, 013001, 013002]
224	13	013004	013002	30	38.0	3.0	0,894	true	[013004, 013001, 013003, 013000, 013002]
225	13	013004	013002	31	38.0	4.0	0,912	true	[013004, 013001, 013003, 013002]
226	13	013004	013002	32	70.0	5.0	1,000	true	[013004, 013002]
227	13	013000	013001	33	28.0	3.0	0,950	true	[013000, 013001]
228	13	013000	013001	34	53.0	3.0	0,950	true	[013000, 013002, 013001]
229	13	013000	013001	35	45.0	3.0	0,903	true	[013000, 013002, 013003, 013001]
230	13	013000	013001	36	38.0	3.0	0,912	true	[013000, 013002, 013004, 013001]
231	13	013000	013001	37	57.0	3.0	0,980	true	[013000, 013003, 013001]
232	13	013000	013001	38	45.0	3.0	0,950	true	[013000, 013003, 013002, 013001]
233	13	013000	013001	39	38.0	3.0	0,912	true	[013000, 013003, 013002, 013004, 013001]
234	13	013000	013001	40	38.0	8.0	0,922	true	[013000, 013004, 013001]
235	13	013000	013001	41	51.0	5.0	0,960	true	[013000, 013004, 013002, 013001]
236	13	013000	013001	42	45.0	4.0	0,912	true	[013000, 013004, 013002, 013003, 013001]
237	13	013000	013002	43	28.0	3.0	0,950	true	[013000, 013001, 013002]
238	13	013000	013002	44	28.0	3.0	0,903	true	[013000, 013001, 013003, 013002]
239	13	013000	013002	45	28.0	3.0	0,912	true	[013000, 013001, 013004, 013002]
240	13	013000	013002	46	53.0	3.0	0,950	true	[013000, 013002]
241	13	013000	013002	47	57.0	3.0	0,980	true	[013000, 013003, 013001, 013002]
242	13	013000	013002	48	38.0	3.0	0,941	true	[013000, 013003, 013001, 013004, 013002]
243	13	013000	013002	49	45.0	3.0	0,950	true	[013000, 013003, 013002]
244	13	013000	013002	50	38.0	7.0	0,922	true	[013000, 013004, 013001, 013002]
245	13	013000	013002	51	38.0	4.0	0,876	true	[013000, 013004, 013001, 013003, 013002]
246	13	013000	013002	52	51.0	5.0	0,960	true	[013000, 013004, 013002]
247	13	013001	013002	53	28.0	3.0	0,903	true	[013001, 013000, 013002]
248	13	013001	013002	54	28.0	3.0	0,903	true	[013001, 013000, 013003, 013002]
249	13	013001	013002	55	28.0	3.0	0,912	true	[013001, 013000, 013004, 013002]
250	13	013001	013002	56	61.0	7.0	1,000	true	[013001, 013002]
251	13	013001	013002	57	53.0	3.0	0,931	true	[013001, 013003, 013000, 013002]
252	13	013001	013002	58	51.0	3.0	0,941	true	[013001, 013003, 013000, 013004, 013002]
253	13	013001	013002	59	45.0	4.0	0,950	true	[013001, 013003, 013002]
254	13	013001	013002	60	38.0	3.0	0,876	true	[013001, 013004, 013000, 013002]
255	13	013001	013002	61	38.0	3.0	0,876	true	[013001, 013004, 013000, 013003, 013002]
256	13	013001	013002	62	38.0	5.0	0,960	true	[013001, 013004, 013002]
257	-1	000004	001003	0	125.0	44.0	0,997	true	[000004, 001003]
258	-1	000003	002001	0	150.0	25.0	0,998	true	[000003, 002001]
259	-1	000002	007001	0	100.0	29.0	0,996	true	[000002, 007001]
260	-1	001002	002002	0	125.0	43.0	0,995	true	[001002, 002002]
261	-1	001001	003001	0	140.0	36.0	0,997	true	[001001, 003001]
262	-1	002000	005000	0	130.0	26.0	0,998	true	[002000, 005000]
