0	1	1	0	0	0	0	1	0	0	0	0	0	0
1	0	1	1	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	1	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	0	0	1	0	0	0
0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	0	1	0	1	0	0	0	0	1	0	0	1	0
0	0	0	0	1	0	0	1	0	0	0	0	0	0
1	0	0	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	0	1
0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	1	0	1	0	0	1
0	0	0	0	0	1	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	1	0	1	1	1	0

0	125	150	0	0	0	0	100	0	0	0	0	0	0
125	0	125	140	0	0	0	0	0	0	0	0	0	0
150	125	0	0	0	130	0	0	0	0	0	0	0	0
0	140	0	0	115	0	0	0	0	0	150	0	0	0
0	0	0	115	0	145	105	0	0	0	0	0	0	0
0	0	130	0	145	0	0	0	0	115	0	0	120	0
0	0	0	0	105	0	0	105	0	0	0	0	0	0
100	0	0	0	0	0	105	0	150	0	0	0	0	0
0	0	0	0	0	0	0	150	0	145	0	125	0	115
0	0	0	0	0	115	0	0	145	0	0	0	0	0
0	0	0	150	0	0	0	0	0	0	0	150	0	145
0	0	0	0	0	0	0	0	125	0	150	0	0	135
0	0	0	0	0	120	0	0	0	0	0	0	0	135
0	0	0	0	0	0	0	0	115	0	145	135	135	0

0	44	25	0	0	0	0	29	0	0	0	0	0	0
44	0	43	36	0	0	0	0	0	0	0	0	0	0
25	43	0	0	0	26	0	0	0	0	0	0	0	0
0	36	0	0	23	0	0	0	0	0	42	0	0	0
0	0	0	23	0	33	48	0	0	0	0	0	0	0
0	0	26	0	33	0	0	0	0	50	0	0	28	0
0	0	0	0	48	0	0	26	0	0	0	0	0	0
29	0	0	0	0	0	26	0	45	0	0	0	0	0
0	0	0	0	0	0	0	45	0	37	0	41	0	36
0	0	0	0	0	50	0	0	37	0	0	0	0	0
0	0	0	42	0	0	0	0	0	0	0	34	0	39
0	0	0	0	0	0	0	0	41	0	34	0	0	30
0	0	0	0	0	28	0	0	0	0	0	0	0	43
0	0	0	0	0	0	0	0	36	0	39	30	43	0

0	997	998	0	0	0	0	996	0	0	0	0	0	0
997	0	995	997	0	0	0	0	0	0	0	0	0	0
998	995	0	0	0	998	0	0	0	0	0	0	0	0
0	997	0	0	996	0	0	0	0	0	995	0	0	0
0	0	0	996	0	995	996	0	0	0	0	0	0	0
0	0	998	0	995	0	0	0	0	997	0	0	998	0
0	0	0	0	996	0	0	999	0	0	0	0	0	0
996	0	0	0	0	0	999	0	999	0	0	0	0	0
0	0	0	0	0	0	0	999	0	996	0	999	0	998
0	0	0	0	0	997	0	0	996	0	0	0	0	0
0	0	0	995	0	0	0	0	0	0	0	996	0	995
0	0	0	0	0	0	0	0	999	0	996	0	0	999
0	0	0	0	0	998	0	0	0	0	0	0	0	998
0	0	0	0	0	0	0	0	998	0	995	999	998	0

0	16	19	0	0	0	0	17	0	0	0	0	0	0
16	0	12	15	0	0	0	0	0	0	0	0	0	0
19	12	0	0	0	10	0	0	0	0	0	0	0	0
0	15	0	0	18	0	0	0	0	0	20	0	0	0
0	0	0	18	0	15	19	0	0	0	0	0	0	0
0	0	10	0	15	0	0	0	0	19	0	0	18	0
0	0	0	0	19	0	0	12	0	0	0	0	0	0
17	0	0	0	0	0	12	0	17	0	0	0	0	0
0	0	0	0	0	0	0	17	0	15	0	14	0	17
0	0	0	0	0	19	0	0	15	0	0	0	0	0
0	0	0	20	0	0	0	0	0	0	0	17	0	10
0	0	0	0	0	0	0	0	14	0	17	0	0	20
0	0	0	0	0	18	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	17	0	10	20	12	0
