0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0

0	100	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	0	145	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	145	0	140	150	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	140	0	135	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	150	135	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	130	0	0	0	0	105	0	105	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	105	0	105	0	145	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	110	0	145	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	105	120	0	0	135	130	100	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	140	135	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	100	0	0	130	0	0	145	0	0	100	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	100	0	145	0	120	0	0	140	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	120	0	120	0	130	0	0	135	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	145	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	115	0	0	130	150	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	140	0	0	115	0	120	0	0	0	150	125	0	0
0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	120	0	105	0	0	0	145	125	0
0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	105	0	0	0	0	0	0	140
0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	100	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	100	0	135	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	135	0	120	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	145	0	0	0	120	0	110	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	110	0	145
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	145	0

0	38	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	29	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	29	0	35	48	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	35	0	50	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	48	50	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	47	0	0	0	0	30	0	31	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	31	34	0	30	0	46	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	37	0	46	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
