TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
6636	0	000007	000002	0	12.0	4.0	0,903	true	[000007, 000000, 000001, 000002]
6637	0	000007	000002	1	5.0	4.0	0,903	true	[000007, 000000, 000001, 000003, 000002]
6638	0	000007	000002	2	13.0	4.0	0,912	true	[000007, 000000, 000001, 000003, 000004, 000002]
6639	0	000007	000002	3	13.0	4.0	0,922	true	[000007, 000000, 000001, 000003, 000004, 000005, 000002]
6640	0	000007	000002	4	13.0	4.0	0,867	true	[000007, 000000, 000001, 000003, 000004, 000005, 000008, 000002]
6641	0	000007	000002	5	13.0	3.0	0,799	true	[000007, 000000, 000001, 000003, 000004, 000005, 000008, 000006, 000002]
6642	0	000007	000002	6	13.0	4.0	0,884	true	[000007, 000000, 000001, 000003, 000004, 000006, 000002]
6643	0	000007	000002	7	13.0	3.0	0,867	true	[000007, 000000, 000001, 000003, 000004, 000006, 000008, 000002]
6644	0	000007	000002	8	13.0	3.0	0,849	true	[000007, 000000, 000001, 000003, 000004, 000006, 000008, 000005, 000002]
6645	0	000007	000002	9	22.0	4.0	0,912	true	[000007, 000000, 000001, 000003, 000005, 000002]
6646	0	000007	000002	10	22.0	4.0	0,885	true	[000007, 000000, 000001, 000003, 000005, 000004, 000002]
6647	0	000007	000002	11	22.0	4.0	0,858	true	[000007, 000000, 000001, 000003, 000005, 000004, 000006, 000002]
6648	0	000007	000002	12	22.0	3.0	0,841	true	[000007, 000000, 000001, 000003, 000005, 000004, 000006, 000008, 000002]
6649	0	000007	000002	13	22.0	4.0	0,858	true	[000007, 000000, 000001, 000003, 000005, 000008, 000002]
6650	0	000007	000002	14	22.0	3.0	0,790	true	[000007, 000000, 000001, 000003, 000005, 000008, 000006, 000002]
6651	0	000007	000002	15	22.0	3.0	0,815	true	[000007, 000000, 000001, 000003, 000005, 000008, 000006, 000004, 000002]
6652	0	000007	000002	16	22.0	4.0	0,903	true	[000007, 000000, 000001, 000005, 000002]
6653	0	000007	000002	17	5.0	4.0	0,823	true	[000007, 000000, 000001, 000005, 000003, 000002]
6654	0	000007	000002	18	13.0	4.0	0,832	true	[000007, 000000, 000001, 000005, 000003, 000004, 000002]
6655	0	000007	000002	19	13.0	4.0	0,807	true	[000007, 000000, 000001, 000005, 000003, 000004, 000006, 000002]
6656	0	000007	000002	20	13.0	3.0	0,790	true	[000007, 000000, 000001, 000005, 000003, 000004, 000006, 000008, 000002]
6657	0	000007	000002	21	22.0	4.0	0,876	true	[000007, 000000, 000001, 000005, 000004, 000002]
6658	0	000007	000002	22	5.0	4.0	0,832	true	[000007, 000000, 000001, 000005, 000004, 000003, 000002]
6659	0	000007	000002	23	22.0	4.0	0,849	true	[000007, 000000, 000001, 000005, 000004, 000006, 000002]
6660	0	000007	000002	24	22.0	3.0	0,832	true	[000007, 000000, 000001, 000005, 000004, 000006, 000008, 000002]
6661	0	000007	000002	25	22.0	4.0	0,849	true	[000007, 000000, 000001, 000005, 000008, 000002]
6662	0	000007	000002	26	22.0	3.0	0,782	true	[000007, 000000, 000001, 000005, 000008, 000006, 000002]
