TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
9147	0	000007	000008	0	6.0	3.0	0,759	true	[000007, 000000, 000001, 000003, 000002, 000004, 000005, 000006, 000008]
9148	0	000007	000008	1	6.0	3.0	0,728	true	[000007, 000000, 000001, 000003, 000002, 000004, 000005, 000006, 000009, 000008]
9149	0	000007	000008	2	6.0	3.0	0,824	true	[000007, 000000, 000001, 000003, 000002, 000004, 000006, 000008]
9150	0	000007	000008	3	6.0	3.0	0,791	true	[000007, 000000, 000001, 000003, 000002, 000004, 000006, 000009, 000008]
9151	0	000007	000008	4	6.0	3.0	0,841	true	[000007, 000000, 000001, 000003, 000002, 000004, 000008]
9152	0	000007	000008	5	6.0	3.0	0,791	true	[000007, 000000, 000001, 000003, 000002, 000004, 000009, 000006, 000008]
9153	0	000007	000008	6	6.0	3.0	0,841	true	[000007, 000000, 000001, 000003, 000002, 000004, 000009, 000008]
9154	0	000007	000008	7	6.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000002, 000005, 000004, 000006, 000008]
9155	0	000007	000008	8	6.0	3.0	0,721	true	[000007, 000000, 000001, 000003, 000002, 000005, 000004, 000006, 000009, 000008]
9156	0	000007	000008	9	6.0	3.0	0,767	true	[000007, 000000, 000001, 000003, 000002, 000005, 000004, 000008]
9157	0	000007	000008	10	6.0	3.0	0,721	true	[000007, 000000, 000001, 000003, 000002, 000005, 000004, 000009, 000006, 000008]
9158	0	000007	000008	11	6.0	3.0	0,767	true	[000007, 000000, 000001, 000003, 000002, 000005, 000004, 000009, 000008]
9159	0	000007	000008	12	6.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000002, 000005, 000006, 000004, 000008]
9160	0	000007	000008	13	6.0	3.0	0,752	true	[000007, 000000, 000001, 000003, 000002, 000005, 000006, 000004, 000009, 000008]
9161	0	000007	000008	14	6.0	3.0	0,767	true	[000007, 000000, 000001, 000003, 000002, 000005, 000006, 000008]
9162	0	000007	000008	15	6.0	3.0	0,721	true	[000007, 000000, 000001, 000003, 000002, 000005, 000006, 000009, 000004, 000008]
9163	0	000007	000008	16	6.0	3.0	0,736	true	[000007, 000000, 000001, 000003, 000002, 000005, 000006, 000009, 000008]
9164	0	000007	000008	17	6.0	3.0	0,816	true	[000007, 000000, 000001, 000003, 000002, 000006, 000004, 000008]
9165	0	000007	000008	18	6.0	3.0	0,816	true	[000007, 000000, 000001, 000003, 000002, 000006, 000004, 000009, 000008]
9166	0	000007	000008	19	6.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000002, 000006, 000005, 000004, 000008]
9167	0	000007	000008	20	6.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000002, 000006, 000005, 000004, 000009, 000008]
9168	0	000007	000008	21	6.0	3.0	0,832	true	[000007, 000000, 000001, 000003, 000002, 000006, 000008]
9169	0	000007	000008	22	6.0	3.0	0,783	true	[000007, 000000, 000001, 000003, 000002, 000006, 000009, 000004, 000008]
9170	0	000007	000008	23	6.0	3.0	0,799	true	[000007, 000000, 000001, 000003, 000002, 000006, 000009, 000008]
9171	0	000007	000008	24	6.0	3.0	0,721	true	[000007, 000000, 000001, 000003, 000002, 000009, 000004, 000005, 000006, 000008]
9172	0	000007	000008	25	6.0	3.0	0,783	true	[000007, 000000, 000001, 000003, 000002, 000009, 000004, 000006, 000008]
9173	0	000007	000008	26	6.0	3.0	0,799	true	[000007, 000000, 000001, 000003, 000002, 000009, 000004, 000008]
9174	0	000007	000008	27	6.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000002, 000009, 000006, 000004, 000008]
9175	0	000007	000008	28	6.0	3.0	0,692	true	[000007, 000000, 000001, 000003, 000002, 000009, 000006, 000005, 000004, 000008]
9176	0	000007	000008	29	6.0	3.0	0,767	true	[000007, 000000, 000001, 000003, 000002, 000009, 000006, 000008]
9177	0	000007	000008	30	6.0	3.0	0,815	true	[000007, 000000, 000001, 000003, 000002, 000009, 000008]
9178	0	000007	000008	31	14.0	3.0	0,791	true	[000007, 000000, 000001, 000003, 000004, 000002, 000005, 000006, 000008]
9179	0	000007	000008	32	14.0	3.0	0,759	true	[000007, 000000, 000001, 000003, 000004, 000002, 000005, 000006, 000009, 000008]
9180	0	000007	000008	33	14.0	3.0	0,859	true	[000007, 000000, 000001, 000003, 000004, 000002, 000006, 000008]
9181	0	000007	000008	34	14.0	3.0	0,824	true	[000007, 000000, 000001, 000003, 000004, 000002, 000006, 000009, 000008]
9182	0	000007	000008	35	14.0	3.0	0,791	true	[000007, 000000, 000001, 000003, 000004, 000002, 000009, 000006, 000008]
9183	0	000007	000008	36	14.0	3.0	0,841	true	[000007, 000000, 000001, 000003, 000004, 000002, 000009, 000008]
9184	0	000007	000008	37	14.0	3.0	0,783	true	[000007, 000000, 000001, 000003, 000004, 000005, 000002, 000006, 000008]
9185	0	000007	000008	38	14.0	3.0	0,752	true	[000007, 000000, 000001, 000003, 000004, 000005, 000002, 000006, 000009, 000008]
9186	0	000007	000008	39	14.0	3.0	0,721	true	[000007, 000000, 000001, 000003, 000004, 000005, 000002, 000009, 000006, 000008]
9187	0	000007	000008	40	14.0	3.0	0,767	true	[000007, 000000, 000001, 000003, 000004, 000005, 000002, 000009, 000008]
9188	0	000007	000008	41	14.0	3.0	0,752	true	[000007, 000000, 000001, 000003, 000004, 000005, 000006, 000002, 000009, 000008]
9189	0	000007	000008	42	14.0	3.0	0,783	true	[000007, 000000, 000001, 000003, 000004, 000005, 000006, 000008]
9190	0	000007	000008	43	14.0	3.0	0,751	true	[000007, 000000, 000001, 000003, 000004, 000005, 000006, 000009, 000008]
9191	0	000007	000008	44	14.0	3.0	0,816	true	[000007, 000000, 000001, 000003, 000004, 000006, 000002, 000009, 000008]
9192	0	000007	000008	45	14.0	3.0	0,752	true	[000007, 000000, 000001, 000003, 000004, 000006, 000005, 000002, 000009, 000008]
9193	0	000007	000008	46	14.0	3.0	0,850	true	[000007, 000000, 000001, 000003, 000004, 000006, 000008]
9194	0	000007	000008	47	14.0	3.0	0,816	true	[000007, 000000, 000001, 000003, 000004, 000006, 000009, 000008]
9195	0	000007	000008	48	14.0	3.0	0,867	true	[000007, 000000, 000001, 000003, 000004, 000008]
