TransactionId	ASId	Ingress	Egress	PathletId	Bandwidth	Delay	Reliability	Status	Full Path
2232	0	000007	000001	0	24.0	3.0	0,960	true	[000007, 000000, 000001]
2233	0	000007	000001	1	24.0	4.0	0,931	true	[000007, 000000, 000002, 000001]
2234	0	000007	000001	2	18.0	4.0	0,894	true	[000007, 000000, 000002, 000003, 000001]
2235	0	000007	000001	3	18.0	3.0	0,885	true	[000007, 000000, 000002, 000005, 000003, 000001]
2236	0	000007	000001	4	17.0	4.0	0,867	true	[000007, 000000, 000002, 000005, 000006, 000003, 000001]
2237	0	000007	000001	5	18.0	4.0	0,876	true	[000007, 000000, 000002, 000006, 000003, 000001]
2238	0	000007	000001	6	17.0	3.0	0,894	true	[000007, 000000, 000002, 000006, 000005, 000003, 000001]
2239	0	000007	000001	7	18.0	4.0	0,894	true	[000007, 000000, 000003, 000001]
2240	0	000007	000001	8	24.0	4.0	0,876	true	[000007, 000000, 000003, 000002, 000001]
2241	0	000007	000001	9	24.0	3.0	0,867	true	[000007, 000000, 000003, 000005, 000002, 000001]
2242	0	000007	000001	10	17.0	3.0	0,876	true	[000007, 000000, 000003, 000005, 000006, 000002, 000001]
2243	0	000007	000001	11	24.0	4.0	0,859	true	[000007, 000000, 000003, 000006, 000002, 000001]
2244	0	000007	000001	12	17.0	4.0	0,850	true	[000007, 000000, 000003, 000006, 000005, 000002, 000001]
2245	0	000007	000001	13	12.0	4.0	0,858	true	[000007, 000000, 000005, 000002, 000001]
2246	0	000007	000001	14	12.0	4.0	0,824	true	[000007, 000000, 000005, 000002, 000003, 000001]
2247	0	000007	000001	15	12.0	4.0	0,807	true	[000007, 000000, 000005, 000002, 000006, 000003, 000001]
2248	0	000007	000001	16	12.0	3.0	0,867	true	[000007, 000000, 000005, 000003, 000001]
2249	0	000007	000001	17	12.0	3.0	0,850	true	[000007, 000000, 000005, 000003, 000002, 000001]
2250	0	000007	000001	18	12.0	3.0	0,833	true	[000007, 000000, 000005, 000003, 000006, 000002, 000001]
2251	0	000007	000001	19	12.0	4.0	0,867	true	[000007, 000000, 000005, 000006, 000002, 000001]
2252	0	000007	000001	20	12.0	4.0	0,832	true	[000007, 000000, 000005, 000006, 000002, 000003, 000001]
2253	0	000007	000001	21	12.0	4.0	0,849	true	[000007, 000000, 000005, 000006, 000003, 000001]
2254	0	000007	000001	22	12.0	4.0	0,832	true	[000007, 000000, 000005, 000006, 000003, 000002, 000001]
2255	0	000007	000001	23	24.0	4.0	0,903	true	[000007, 000000, 000006, 000002, 000001]
2256	0	000007	000001	24	18.0	4.0	0,867	true	[000007, 000000, 000006, 000002, 000003, 000001]
2257	0	000007	000001	25	18.0	3.0	0,859	true	[000007, 000000, 000006, 000002, 000005, 000003, 000001]
2258	0	000007	000001	26	18.0	4.0	0,885	true	[000007, 000000, 000006, 000003, 000001]
2259	0	000007	000001	27	24.0	4.0	0,867	true	[000007, 000000, 000006, 000003, 000002, 000001]
2260	0	000007	000001	28	24.0	3.0	0,859	true	[000007, 000000, 000006, 000003, 000005, 000002, 000001]
2261	0	000007	000001	29	17.0	4.0	0,894	true	[000007, 000000, 000006, 000005, 000002, 000001]
2262	0	000007	000001	30	17.0	4.0	0,858	true	[000007, 000000, 000006, 000005, 000002, 000003, 000001]
2263	0	000007	000001	31	17.0	3.0	0,903	true	[000007, 000000, 000006, 000005, 000003, 000001]
2264	0	000007	000001	32	17.0	3.0	0,885	true	[000007, 000000, 000006, 000005, 000003, 000002, 000001]
2265	0	000007	000001	33	43.0	7.0	0,960	true	[000007, 000001]
2266	0	000007	000001	34	37.0	3.0	0,960	true	[000007, 000002, 000000, 000001]
2267	0	000007	000001	35	18.0	7.0	0,894	true	[000007, 000002, 000000, 000003, 000001]
2268	0	000007	000001	36	12.0	3.0	0,867	true	[000007, 000002, 000000, 000005, 000003, 000001]
2269	0	000007	000001	37	12.0	7.0	0,849	true	[000007, 000002, 000000, 000005, 000006, 000003, 000001]
2270	0	000007	000001	38	18.0	4.0	0,885	true	[000007, 000002, 000000, 000006, 000003, 000001]
2271	0	000007	000001	39	17.0	3.0	0,903	true	[000007, 000002, 000000, 000006, 000005, 000003, 000001]
2272	0	000007	000001	40	55.0	7.0	0,931	true	[000007, 000002, 000001]
2273	0	000007	000001	41	37.0	3.0	0,903	true	[000007, 000002, 000003, 000000, 000001]
2274	0	000007	000001	42	18.0	4.0	0,894	true	[000007, 000002, 000003, 000001]
2275	0	000007	000001	43	12.0	3.0	0,876	true	[000007, 000002, 000003, 000005, 000000, 000001]
2276	0	000007	000001	44	17.0	3.0	0,913	true	[000007, 000002, 000003, 000005, 000006, 000000, 000001]
2277	0	000007	000001	45	26.0	3.0	0,894	true	[000007, 000002, 000003, 000006, 000000, 000001]
2278	0	000007	000001	46	12.0	3.0	0,858	true	[000007, 000002, 000003, 000006, 000005, 000000, 000001]
2279	0	000007	000001	47	12.0	3.0	0,885	true	[000007, 000002, 000005, 000000, 000001]
2280	0	000007	000001	48	12.0	8.0	0,824	true	[000007, 000002, 000005, 000000, 000003, 000001]
2281	0	000007	000001	49	12.0	4.0	0,816	true	[000007, 000002, 000005, 000000, 000006, 000003, 000001]
2282	0	000007	000001	50	37.0	3.0	0,894	true	[000007, 000002, 000005, 000003, 000000, 000001]
2283	0	000007	000001	51	18.0	3.0	0,885	true	[000007, 000002, 000005, 000003, 000001]
2284	0	000007	000001	52	26.0	3.0	0,885	true	[000007, 000002, 000005, 000003, 000006, 000000, 000001]
2285	0	000007	000001	53	17.0	3.0	0,922	true	[000007, 000002, 000005, 000006, 000000, 000001]
2286	0	000007	000001	54	17.0	4.0	0,858	true	[000007, 000002, 000005, 000006, 000000, 000003, 000001]
2287	0	000007	000001	55	17.0	3.0	0,876	true	[000007, 000002, 000005, 000006, 000003, 000000, 000001]
2288	0	000007	000001	56	17.0	7.0	0,867	true	[000007, 000002, 000005, 000006, 000003, 000001]
2289	0	000007	000001	57	26.0	3.0	0,931	true	[000007, 000002, 000006, 000000, 000001]
2290	0	000007	000001	58	18.0	4.0	0,867	true	[000007, 000002, 000006, 000000, 000003, 000001]
2291	0	000007	000001	59	12.0	3.0	0,841	true	[000007, 000002, 000006, 000000, 000005, 000003, 000001]
2292	0	000007	000001	60	37.0	3.0	0,885	true	[000007, 000002, 000006, 000003, 000000, 000001]
2293	0	000007	000001	61	18.0	6.0	0,876	true	[000007, 000002, 000006, 000003, 000001]
2294	0	000007	000001	62	12.0	3.0	0,858	true	[000007, 000002, 000006, 000003, 000005, 000000, 000001]
2295	0	000007	000001	63	12.0	3.0	0,894	true	[000007, 000002, 000006, 000005, 000000, 000001]
2296	0	000007	000001	64	12.0	6.0	0,832	true	[000007, 000002, 000006, 000005, 000000, 000003, 000001]
2297	0	000007	000001	65	17.0	3.0	0,903	true	[000007, 000002, 000006, 000005, 000003, 000000, 000001]
2298	0	000007	000001	66	17.0	3.0	0,894	true	[000007, 000002, 000006, 000005, 000003, 000001]
2299	0	000007	000001	67	37.0	3.0	0,951	true	[000007, 000003, 000000, 000001]
2300	0	000007	000001	68	50.0	4.0	0,922	true	[000007, 000003, 000000, 000002, 000001]
2301	0	000007	000001	69	12.0	4.0	0,850	true	[000007, 000003, 000000, 000005, 000002, 000001]
2302	0	000007	000001	70	12.0	4.0	0,858	true	[000007, 000003, 000000, 000005, 000006, 000002, 000001]
2303	0	000007	000001	71	26.0	4.0	0,895	true	[000007, 000003, 000000, 000006, 000002, 000001]
2304	0	000007	000001	72	17.0	4.0	0,885	true	[000007, 000003, 000000, 000006, 000005, 000002, 000001]
2305	0	000007	000001	73	18.0	4.0	0,941	true	[000007, 000003, 000001]
2306	0	000007	000001	74	37.0	3.0	0,951	true	[000007, 000003, 000002, 000000, 000001]
2307	0	000007	000001	75	47.0	4.0	0,922	true	[000007, 000003, 000002, 000001]
2308	0	000007	000001	76	12.0	3.0	0,876	true	[000007, 000003, 000002, 000005, 000000, 000001]
2309	0	000007	000001	77	17.0	3.0	0,913	true	[000007, 000003, 000002, 000005, 000006, 000000, 000001]
2310	0	000007	000001	78	26.0	3.0	0,922	true	[000007, 000003, 000002, 000006, 000000, 000001]
